node_ids timestamps population
0 7175.577613784204 PAG_aff_virt
0 8864.711192228999 PAG_aff_virt
0 16366.06719950866 PAG_aff_virt
0 18512.604110164888 PAG_aff_virt
0 24295.106109367756 PAG_aff_virt
0 33125.292917149476 PAG_aff_virt
0 34995.51217368904 PAG_aff_virt
0 37408.71228798669 PAG_aff_virt
0 49865.80508573577 PAG_aff_virt
0 51916.288520574046 PAG_aff_virt
1 5971.342532617889 PAG_aff_virt
2 3609.6815789897973 PAG_aff_virt
2 10336.005075121691 PAG_aff_virt
2 18897.344116787797 PAG_aff_virt
2 22095.38232976592 PAG_aff_virt
2 27615.71089492213 PAG_aff_virt
2 43188.09805815679 PAG_aff_virt
2 55584.94910832556 PAG_aff_virt
2 55760.564608967936 PAG_aff_virt
3 8026.239607751397 PAG_aff_virt
3 12182.686931270306 PAG_aff_virt
3 28220.059953649674 PAG_aff_virt
4 21295.148791838255 PAG_aff_virt
4 22389.755880826066 PAG_aff_virt
4 24265.583402559358 PAG_aff_virt
4 39127.82507007584 PAG_aff_virt
4 46597.79571192594 PAG_aff_virt
5 6836.042526597803 PAG_aff_virt
5 10903.780916756612 PAG_aff_virt
5 10916.435045350454 PAG_aff_virt
5 36089.9789651448 PAG_aff_virt
5 44229.709388520016 PAG_aff_virt
5 45850.817645990675 PAG_aff_virt
5 47381.80841540798 PAG_aff_virt
5 54432.33785858561 PAG_aff_virt
6 1635.821787656452 PAG_aff_virt
6 12044.399340052867 PAG_aff_virt
6 15091.49099778075 PAG_aff_virt
6 27510.86962418663 PAG_aff_virt
6 32709.373390975223 PAG_aff_virt
6 59749.372263303194 PAG_aff_virt
7 6632.072229893042 PAG_aff_virt
7 8029.360952731226 PAG_aff_virt
7 9083.233794576068 PAG_aff_virt
7 14500.76310264956 PAG_aff_virt
7 39078.53398022033 PAG_aff_virt
7 41705.12953483331 PAG_aff_virt
7 47431.90053400457 PAG_aff_virt
7 55630.39609466619 PAG_aff_virt
8 7856.645216567177 PAG_aff_virt
8 18710.24929945631 PAG_aff_virt
8 28609.851761001097 PAG_aff_virt
8 30067.68511274339 PAG_aff_virt
8 30579.429150075102 PAG_aff_virt
8 33487.69697429488 PAG_aff_virt
8 52213.7404051022 PAG_aff_virt
9 2866.5227616483626 PAG_aff_virt
9 4459.560561259179 PAG_aff_virt
9 31018.33999195392 PAG_aff_virt
9 36843.98020396502 PAG_aff_virt
9 49372.54639076468 PAG_aff_virt
9 50445.87078370468 PAG_aff_virt
10 10516.620207768403 PAG_aff_virt
10 12938.891518635928 PAG_aff_virt
10 13762.335399861946 PAG_aff_virt
10 29105.57338181384 PAG_aff_virt
10 41522.2644527997 PAG_aff_virt
10 47353.18024457029 PAG_aff_virt
11 54472.10054288515 PAG_aff_virt
11 57850.31294342052 PAG_aff_virt
12 9221.60157163161 PAG_aff_virt
12 15943.310256998218 PAG_aff_virt
12 20647.81436845668 PAG_aff_virt
12 33435.18942608785 PAG_aff_virt
12 34872.208583453874 PAG_aff_virt
12 47711.01312186862 PAG_aff_virt
12 54184.71321681933 PAG_aff_virt
12 56098.397300688535 PAG_aff_virt
13 17467.873762464365 PAG_aff_virt
13 19752.075485049092 PAG_aff_virt
13 23102.127906205955 PAG_aff_virt
13 45689.57889281568 PAG_aff_virt
14 47572.930659478596 PAG_aff_virt
15 2460.0822390947865 PAG_aff_virt
15 15955.468441803028 PAG_aff_virt
15 18983.487092526495 PAG_aff_virt
15 28803.163043022025 PAG_aff_virt
15 29257.144097139953 PAG_aff_virt
